Date,XRP-USD_pred,XRP-USD_close,SHIB-USD_pred,SHIB-USD_close,DOGE-USD_pred,DOGE-USD_close,TRUMP-USD_pred,TRUMP-USD_close,SOL-USD_pred,SOL-USD_close,BTC-USD_pred,BTC-USD_close,pred_date
2024-10-29,-0.3536580801010132,-0.35578342283227826,0.6848230957984924,0.5864606130423329,1.3313220739364624,0.4657173318868054,0.001328974962234454,0.34209782902802827,1.5847243070602415,1.0542133661101756,1.221951127052307,0.9034795504188453,2024-11-12
2024-10-30,-0.35110169649124146,-0.36386092225462224,0.9334638118743896,0.44658065593928015,2.149801254272461,0.38400809689650967,0.11437788605689998,0.5325897849835244,1.5652604103088377,0.9934821702335145,1.4856932163238523,0.8873388783162913,2024-11-13
2024-10-31,-0.34504634141921997,-0.38631353178953476,0.8789758086204529,0.44658065593928015,2.372007369995117,0.31205992708500924,0.18399336934089655,0.6987870628765801,1.5868612527847288,0.9045579514229752,1.603473663330078,0.7973318413590262,2024-11-14
2024-11-01,-0.33361977338790894,-0.3803788157641786,0.922648012638092,0.44658065593928015,2.450366735458374,0.28883130152000197,0.06837981939315792,0.47765084269202224,1.6900930404663084,0.8748772697933227,1.7745510339736936,0.7662871476394428,2024-11-15
2024-11-02,-0.3423474431037903,-0.38531155282895185,0.8327620625495911,0.30670044439569105,2.376903533935547,0.29022264185769353,-0.12150664627552037,0.6568236916601616,1.7158697843551634,0.871430021353641,1.8066120147705076,0.7581016203759168,2024-11-16
2024-11-03,-0.3338242173194885,-0.3966204222215023,0.6883625388145447,0.30670044439569105,2.081768274307251,0.20671848128785508,-0.1633193343877793,0.6918851934564952,1.6741087436676023,0.824071458642998,1.7944393157958982,0.7348766887200455,2024-11-17
2024-11-04,-0.34364038705825806,-0.3961382837795067,0.6231904029846191,0.30670044439569105,1.7303457260131836,0.2799199811112062,-0.2634620666503907,0.700995681660216,1.5976688861846922,0.7582960949234113,1.6443405151367185,0.6954899003708618,2024-11-18
2024-11-05,-0.3238345980644226,-0.37848114457573,0.6222633719444275,0.44658065593928015,1.4968039989471436,0.4056116192209963,-0.2722370028495789,0.33519595960794335,1.3379846811294553,0.8811788758738366,1.4850043058395384,0.7610797104236318,2024-11-19
2024-11-06,-0.32774001359939575,-0.3320657965931199,0.8012925982475281,0.5864606130423329,1.554150104522705,0.6868407362847199,-0.24353127181530004,-0.1769235998422166,1.2367029190063474,1.1581850614744624,1.4766533374786375,1.027137647777444,2024-11-20
2024-11-07,-0.32733428478240967,-0.31195373586987524,1.0255612134933472,0.5864606130423329,1.8472974300384521,0.6496770245278425,-0.26593673229217535,-0.3610658089341481,1.738571524620056,1.286606085933521,1.9296345710754392,1.0383985818024817,2024-11-21
2024-11-08,-0.31553441286087036,-0.3130210845808277,1.0178545713424683,0.5864606130423329,1.7068493366241455,0.7449813844945197,-0.307257354259491,-0.12336501215109835,1.8735362291336057,1.3359549483765953,1.9228272438049314,1.065541007702513,2024-11-22
2024-11-09,-0.2610333561897278,-0.3041819447584996,1.142398476600647,0.726340824585922,1.7135895490646362,0.9216018399453128,-0.2908595204353333,-0.24097306247682804,1.9831051826477049,1.3394586029176476,1.8665745258331297,1.0754295774574798,2024-11-23
2024-11-10,-0.06158919632434847,-0.2553197612315045,1.1132633686065674,1.5656218394069203,1.649566411972046,1.562423350005026,-0.32197988033294683,-0.21060477917755493,2.0334718227386475,1.4821048283193645,1.80035662651062,1.2319972745408667,2024-11-24
2024-11-11,0.1304998695850372,-0.2045125597222015,1.5852093696594238,1.8453822624940985,2.0935306549072266,2.3104345680008493,-0.31870621442794805,-0.2467706546444836,2.031083822250366,1.6467822323589527,1.7955858707427976,1.5805811092311368,2024-11-25
2024-11-12,0.26781001687049866,-0.0619353863043459,1.678902506828308,1.7055020509505094,2.5605742931365967,2.6577489483273933,-0.29697597026824957,-0.3127526265753879,1.9856380224227903,1.5042584290883583,1.8188261985778806,1.548987602207217,2024-11-26
2024-11-13,0.46299195289611816,-0.09039295268431115,1.6555349826812744,1.5656218394069203,2.538501262664795,2.841517294083176,-0.3086164593696595,-0.35775288075869427,1.8633782863616941,1.5446850997635442,1.6644289493560789,1.6603487066489981,2024-11-27
2024-11-14,0.36083489656448364,0.04480786303014211,1.6085574626922607,1.1459814592166893,2.4472217559814453,2.439216877719608,-0.3115938305854798,-0.3395319364906413,1.836536407470703,1.4630103184480292,1.6859890222549436,1.5191011097855058,2024-11-28
2024-11-15,0.6871363520622253,0.2394458563593212,1.348800778388977,1.4257416278633313,2.4248757362365723,2.625545378327228,-0.2927625179290772,-0.22993006497681445,1.827320337295532,1.584531414329074,1.7139344215393064,1.6807640319555301,2024-11-29
2024-11-16,1.0751408338546753,0.6104665365005357,1.3365682363510132,1.4257416278633313,2.448343515396118,2.4615428967613693,-0.2891619801521302,-0.28431688471179617,1.7420804500579832,1.553779852419329,1.8159317970275877,1.6592603482987829,2024-11-30
2024-11-17,1.7428512573242188,0.504627162790383,1.5417526960372925,1.4257416278633313,2.5753984451293945,2.4914097873455776,-0.3076071739196778,-0.29039052208801763,1.565342307090759,1.851244948809996,1.8048884868621824,1.6290670103203044,2024-12-01
2024-11-18,1.9838230609893799,0.6085804584570856,1.7768551111221313,1.4257416278633313,2.7194066047668457,2.546438239400177,-0.3083178400993348,-0.3641026276222588,1.7969676256179807,1.881621932424344,1.9232945442199705,1.658589392588355,2024-12-02
2024-11-19,2.696631669998169,0.5824469766744627,1.8180636167526245,1.4257416278633313,2.759798526763916,2.7547736893054124,-0.2788382172584534,-0.3621700861865774,1.7136507034301756,1.858392019676607,1.8076760768890379,1.734902577675667,2024-12-03
