Date,AMD_pred,AMD_close,INTC_pred,INTC_close,GOOG_pred,GOOG_close,NVDA_pred,NVDA_close,META_pred,META_close,GOOGL_pred,GOOGL_close,AAPL_pred,AAPL_close,MSFT_pred,MSFT_close,pred_date
2024-09-12,1.0712677240371702,0.6019642862011595,-0.9918904304504393,-1.5360220221188357,0.7255800962448119,0.30008840745716997,1.1146800518035886,1.0018896414652496,1.2659598588943481,0.8382069825061104,0.7431363463401799,0.3154706247085884,1.316192626953125,1.0588954737333889,0.9634082317352294,0.9169137304804229,2024-09-26
2024-09-13,0.989726126194,0.6529258147447454,-1.1153255701065061,-1.4983815263861775,0.7458077669143676,0.40031706772877707,1.03229022026062,1.000921575255366,1.2628554105758667,0.8311605493078659,0.7542588710784917,0.4148491878796568,1.3062493801116943,1.0490021656462538,0.8956702351570128,0.9794164035681033,2024-09-27
2024-09-16,1.0888351202011106,0.6453147855672624,-1.1248717308044431,-1.341545728646043,0.7619205117225646,0.4222756476174923,1.1739749908447263,0.9447789049951203,1.2944353818893433,0.8970906661799661,0.7587724924087529,0.43637489804475565,1.3019688129425049,0.8225520398817244,0.8203497529029845,0.9924741288438358,2024-09-30
2024-09-17,1.1471580266952512,0.6036189894861467,-1.1821674108505247,-1.2712833582659446,0.7603700160980223,0.46796250002596196,1.103584289550781,0.9159815663675221,1.2939648628234863,0.918971232784885,0.757515132427216,0.4815796566792276,1.2727819681167603,0.8397733926351553,0.8059160113334655,1.0588072880634887,2024-10-01
2024-09-18,1.430901765823364,0.5198956487556404,-1.1866160631179807,-1.3591112614129588,0.8115062713623046,0.48673281984903555,1.2790689468383787,0.8622589693121103,1.2710286378860474,0.9307031241845204,0.7919809818267827,0.4991593154850049,1.3301408290863037,0.9826792193806435,0.7756633758544921,0.983246889700076,2024-10-02
2024-09-19,1.46061635017395,0.7995238407483776,-1.1685378551483152,-1.3126879992968428,0.7284896969795226,0.5727952826730333,1.1925306320190427,0.9711563550576345,1.237630009651184,1.082931933283327,0.7324222922325139,0.5827520290307209,1.1481759548187256,1.282414269684491,0.7722319364547728,1.12043951711701,2024-10-03
2024-09-20,1.540796399116516,0.7733808417014059,-1.1013484001159666,-1.2248598568373934,0.7209848165512084,0.6223780557895779,1.4939997196197508,0.925903367980016,1.3079348802566528,1.0991263751891196,0.7101733088493352,0.6347730433257319,1.3853285312652588,1.257863752795674,0.817933678627014,1.0608963537454708,2024-10-04
2024-09-23,1.4067385196685789,0.7998545794275556,-1.0736968517303465,-1.1345225234915526,0.6353389024734496,0.5667747569627906,1.4077334403991697,0.9321953367448842,1.3147213459014893,1.1211511503227103,0.654600322246552,0.5723476069466432,1.4326337575912476,1.1944726960780363,0.7985603213310241,1.030254594216378,2024-10-07
2024-09-24,1.2860985994338987,0.8518093338977725,-1.1017228364944456,-1.1031553639435256,0.6399834752082824,0.5869614801206426,1.5039652585983274,1.0437546737679007,1.3572158813476562,1.1133779588991772,0.6299942731857304,0.5881329085093068,1.307992696762085,1.2274505762800023,0.8014537096023558,0.9546941958529654,2024-10-08
2024-09-25,1.2094764709472654,0.9742498028185982,-1.011780500411987,-1.0115630761858363,0.6489513516426085,0.5639408682433215,1.4712811708450315,1.107641319787965,1.4121217727661133,1.1492216921568101,0.6512843370437627,0.5594319616225083,1.2910938262939453,1.1908081140103433,0.7804569005966185,1.0058800317332317,2024-10-09
2024-09-26,1.0797477960586546,1.1552633344050411,-1.1119974851608274,-0.963885098970307,0.7010357379913329,0.5936907485232307,1.5911350250244138,1.1204669507506095,1.381176233291626,1.1458393866352468,0.7152913808822636,0.6039187581346592,1.416866660118103,1.2329471695142693,0.8026115894317626,0.9919518624233402,2024-10-10
2024-09-27,0.9630922079086301,1.0513543304091557,-1.1748645305633543,-0.9651398140697204,0.7069109678268432,0.645398667666899,1.5014643669128416,1.0565804893702953,1.2350634336471558,1.1423840975290507,0.7117882370948796,0.6476886886498668,1.4849011898040771,1.2428404776014046,0.7875766158103942,0.934671853540615,2024-10-11
2024-09-30,0.8525334596633909,1.0424193366258636,-1.2459741830825803,-1.021600796981143,0.7054145336151122,0.7126902696428673,1.5600697994232176,1.0575483709404288,1.2332005500793457,1.1789479941097463,0.7089744806289677,0.7158545336313907,1.5024884939193726,1.4337480194776733,0.7418287992477416,0.9743672957883077,2024-10-14
2024-10-01,0.8255997896194456,0.8991307171922059,-1.2754116058349607,-1.1182114665116147,0.6750636100769042,0.7562519760242131,1.5967807769775388,0.9501028075501048,1.237406611442566,1.2079541327396197,0.6749904751777653,0.7567542598453807,1.5164657831192017,1.184946014118034,0.7547978162765502,0.8070551752627766,2024-10-15
