Date,ADA-USD_pred,ADA-USD_close,SOL-USD_pred,SOL-USD_close,XRP-USD_pred,XRP-USD_close,ETH-USD_pred,ETH-USD_close,BTC-USD_pred,BTC-USD_close,TON-USD_pred,TON-USD_close,pred_date
2024-10-29,-0.41048678755760204,-0.5250565971567589,1.670762777328491,1.0542133661101756,-0.33431288599967957,-0.35578342283227826,1.0105950832366948,0.17770567072294716,1.2562221288681028,0.9034795504188453,-0.7020887136459352,-0.8796516930786433,2024-11-12
2024-10-30,-0.46099165081977855,-0.5268414416726549,1.6061538457870481,0.9934821702335145,-0.32135632634162903,-0.36386092225462224,1.0869320631027226,0.20436358041740804,1.4237411022186277,0.8873388783162913,-0.7078970670700074,-0.8743718865172467,2024-11-13
2024-10-31,-0.513477921485901,-0.5887325918951379,1.4953434467315672,0.9045579514229752,-0.3115963637828827,-0.38631353178953476,1.076732993125916,0.009975781699250626,1.4851224422454832,0.7973318413590262,-0.708606243133545,-0.9522975088044517,2024-11-14
2024-11-01,-0.4997968375682832,-0.5184196146808222,1.6524516344070432,0.8748772697933227,-0.28445109724998474,-0.3803788157641786,1.0146027803421025,0.004601895195655456,1.6920000314712522,0.7662871476394428,-0.6981314420700074,-1.002287252282752,2024-11-15
2024-11-02,-0.42788538336753856,-0.5614007599294616,1.700997471809387,0.871430021353641,-0.29551640152931213,-0.38531155282895185,0.8995146751403812,-0.023980838670949606,1.8287061452865598,0.7581016203759168,-0.721822738647461,-1.0046177170529023,2024-11-16
2024-11-03,-0.45673999190330516,-0.6236009074928559,1.6966742277145384,0.824071458642998,-0.28336796164512634,-0.3966204222215023,0.6569095849990848,-0.0715479973618392,1.6849468946456907,0.7348766887200455,-0.7520425319671632,-1.03955035505046,2024-11-17
2024-11-04,-0.5306128263473512,-0.6617253787884607,1.7303217649459837,0.7582960949234113,-0.35188940167427063,-0.3961382837795067,0.37748342752456704,-0.15310596870184903,1.4027980566024778,0.6954899003708618,-0.8060345649719239,-1.087055201907525,2024-11-18
2024-11-05,-0.5635652542114259,-0.6252658918302489,1.2662438154220579,0.8811788758738366,-0.33243390917778015,-0.37848114457573,0.30580270290374795,-0.1179224489115778,0.8815611600875853,0.7610797104236318,-0.8318940401077272,-1.0437037287923452,2024-11-19
2024-11-06,-0.522765874862671,-0.48967172817507965,1.3118251562118528,1.1581850614744624,-0.3378751575946808,-0.3320657965931199,0.30547380447387734,0.29607900512560686,0.8586525917053222,1.027137647777444,-0.8388932943344117,-0.9581528901557465,2024-11-20
2024-11-07,-0.4382576644420625,-0.2973890608069894,1.8981508016586301,1.286606085933521,-0.3182724118232727,-0.31195373586987524,0.7639857530593875,0.5314428979451904,1.6982700824737547,1.0383985818024817,-0.7380213737487794,-0.8103811521527174,2024-11-21
2024-11-08,-0.26816347241401683,-0.11842640559237635,1.9099403619766233,1.3359549483765953,-0.30168744921684265,-0.3130210845808277,1.128412485122681,0.6230409962061146,1.8066525459289549,1.065541007702513,-0.5448243618011476,-0.4486898775395619,2024-11-22
2024-11-09,0.29209810495376576,0.1115610849922251,2.0073554515838623,1.3394586029176476,-0.23543587327003482,-0.3041819447584996,1.345914483070374,0.854878391239046,1.9063363075256345,1.0754295774574798,-0.0415077507495881,-0.6291730023619561,2024-11-23
2024-11-10,0.20279812812805165,0.557233667888959,2.002983331680298,1.4821048283193645,-0.13587722182273868,-0.2553197612315045,1.453078389167786,0.9375181124229272,1.8419290781021116,1.2319972745408667,-0.033851802349090666,-0.6708241922928628,2024-11-24
2024-11-11,2.3355281352996826,0.6656155848482886,2.04938006401062,1.6467822323589527,-0.012207910418510456,-0.2045125597222015,1.47387707233429,1.1894484995976773,1.8562012910842893,1.5805811092311368,-0.21569982171058663,-0.602850610672137,2024-11-25
2024-11-12,2.525883197784424,0.4816348842935282,2.033475399017334,1.5042584290883583,0.14248105883598325,-0.0619353863043459,1.5236335992813115,1.0129345470757456,1.8286045789718626,1.548987602207217,-0.07023505866527566,0.9182893271095028,2024-11-26
2024-11-13,2.650996446609497,0.504036366783604,1.9342226982116697,1.5446850997635442,0.78989577293396,-0.09039295268431115,1.4758489131927495,0.9392545438425906,1.6716977357864378,1.6603487066489981,0.9870849847793578,0.20727186412356524,2024-11-27
2024-11-14,2.6439120769500732,0.5102212619578247,1.8559535741806028,1.4630103184480292,0.6807045936584473,0.04480786303014211,1.4125125408172612,0.7557496111551996,1.594552159309387,1.5191011097855058,0.61616313457489,-0.24301903276695483,2024-11-28
2024-11-15,2.3304646015167236,0.9435100341641363,1.8427461385726926,1.584531414329074,0.9328294992446899,0.2394458563593212,1.3597269058227544,0.8162900579488673,1.5687628984451292,1.6807640319555301,0.34674662351608265,0.7219535620102083,2024-11-29
2024-11-16,2.164567470550537,1.2417996825234658,1.7880965471267698,1.553779852419329,1.3545840978622437,0.6104665365005357,1.3785017728805546,0.8578021663051278,1.695051074028015,1.6592603482987829,0.8477993011474608,0.8388672870096797,2024-11-30
2024-11-17,2.736935615539551,1.073873922988781,1.753381013870239,1.851244948809996,1.8082835674285889,0.504627162790383,1.3847920894622807,0.7786973233684185,1.8344634771347044,1.6290670103203044,0.8110935688018798,0.5615632472717876,2024-12-01
2024-11-18,2.8541250228881836,1.2226404728436293,1.7925640344619749,1.881621932424344,2.144488573074341,0.6085804584570856,1.4271560907363896,0.9602080416705628,1.876147389411926,1.658589392588355,0.5876548886299132,0.6954882346368793,2024-12-02
2024-11-19,2.9925055503845215,1.245987641145747,1.7594403028488157,1.858392019676607,2.6550166606903076,0.5824469766744627,1.4996358156204228,0.8277461474791752,1.8211102485656736,1.734902577675667,0.6045485734939574,0.5369541677561595,2024-12-03
2024-11-20,3.057516574859619,1.5259620494307542,1.7240444421768186,1.8217832064182555,2.8501057624816895,0.5830256597105212,1.546741127967835,0.7739278356774976,1.8226212263107298,1.8194588856326295,0.5689352154731749,0.4262317038039521,2024-12-04
