Date,Date,AAPL_pred,AAPL_close,MSFT_pred,MSFT_close,GOOGL_pred,GOOGL_close,pred_date
2024-09-12,2024-09-12,1.3253158330917358,1.0571713219998466,0.9187870621681211,0.9158281151349023,0.7718265652656559,0.3127288657162093,2024-09-26
2024-09-13,2024-09-13,1.3127015829086304,1.0472636918841798,0.8741474151611326,0.9785464367677652,0.7570773959159854,0.4122379185699649,2024-09-27
2024-09-16,2024-09-16,1.295293927192688,0.8204857460281649,0.7833375930786131,0.9916492141879899,0.743601202964783,0.4337918932118225,2024-09-30
2024-09-17,2024-09-17,1.2540262937545776,0.8377320292399741,0.799566328525543,1.05821123800777,0.772035360336304,0.47905600825497996,2024-10-01
2024-09-18,2024-09-18,1.2286162376403809,0.9808447333322485,0.7539649009704588,0.9823901389546823,0.7783220410346988,0.49665875014855937,2024-10-02
2024-09-19,2024-09-19,1.0414793491363525,1.281013694508436,0.744115352630615,1.120056112375086,0.7265495657920841,0.5803612256622238,2024-10-03
2024-09-20,2024-09-20,1.1835529804229736,1.2564276371107967,0.7707111835479734,1.0603075114450824,0.7107395529747013,0.6324505464957056,2024-10-04
2024-09-23,2024-09-23,1.349232792854309,1.192944812451135,0.7472074031829832,1.0295600308237893,0.6586295366287235,0.5699431419825969,2024-10-07
2024-09-24,2024-09-24,1.3296223878860474,1.2259704330183063,0.7442694306373594,0.9537389317707017,0.6351829767227176,0.585749170540362,2024-10-08
2024-09-25,2024-09-25,1.2398669719696045,1.18927492535822,0.7367597222328184,1.0051013705144334,0.6460672616958621,0.5570105376845519,2024-10-09
2024-09-26,2024-09-26,1.3596067428588867,1.231474983385257,0.759534955024719,0.9911251458286618,0.7158234119415287,0.6015557478804533,2024-10-10
2024-09-27,2024-09-27,1.4354348182678223,1.241382613500924,0.7821996212005613,0.93364750778908,0.7160282731056217,0.6453831507937507,2024-10-11
2024-09-30,2024-09-30,1.3484793901443481,1.4325665223150865,0.7587892413139341,0.9734799084090824,0.6999312639236454,0.713638501390952,2024-10-14
2024-10-01,2024-10-01,1.3567510843276978,1.1834043392082128,0.7617027759552,0.8055905227267137,0.6759890913963321,0.7545919312622031,2024-10-15
2024-10-02,2024-10-02,1.4682402610778809,1.2043205095129368,0.7849013805389402,0.743396269453179,0.669677555561066,0.7139979538145801,2024-10-16
2024-10-03,2024-10-03,1.5075479745864868,1.1635879578871908,0.791996359825134,0.7330890575012152,0.6717320084571842,0.7139979538145801,2024-10-17
2024-10-04,2024-10-04,1.4291471242904663,1.2050542627135823,0.8566615581512449,0.7247028953149434,0.6954882144927982,0.7571064518806213,2024-10-18
2024-10-07,2024-10-07,1.3632559776306152,1.0175402409923349,0.8219979405403135,0.6107968243914581,0.6776355504989627,0.61053711943022,2024-10-21
2024-10-08,2024-10-08,1.3981844186782837,1.1672578449801059,0.8375403881072996,0.7011182164896455,0.6297152042388919,0.66083082449254,2024-10-22
2024-10-09,2024-10-09,1.43539297580719,1.3055997519060751,0.9381726384162901,0.7491610214057882,0.6752637028694156,0.570302594406225,2024-10-23
2024-10-10,2024-10-10,1.4554091691970825,1.287251998076032,0.9366810917854307,0.7208597273465372,0.7682250738143924,0.5782056086851075,2024-10-24
2024-10-11,2024-10-11,1.5168615579605103,1.232575893458647,1.0207082033157346,0.729245355314298,0.7945996522903446,0.6198773946212888,2024-10-25
2024-10-14,2024-10-14,1.4208978414535522,1.3701840471839708,0.9075188040733335,0.7785120548392285,0.9493558406829837,0.6816664430694676,2024-10-28
2024-10-15,2024-10-15,1.2139822244644165,1.4637574796082222,0.5233793854713438,0.7715234082778316,0.8607449531555179,0.699628637386675,2024-10-29
2024-10-16,2024-10-16,1.015718936920166,1.3877974872685248,0.5307596325874326,0.7257510320335996,0.9807542562484745,0.6888511012834201,2024-10-30
2024-10-17,2024-10-17,0.9337289333343507,1.4013750044771067,0.5613735914230344,0.7362334676571838,0.9490144252777103,0.6087404060944057,2024-10-31
2024-10-18,2024-10-18,0.8901908397674562,1.5059569770904153,0.7098720073699949,0.7613908857789772,1.0873715877532963,0.6263436967703113,2024-11-01
2024-10-21,2024-10-21,1.0553616285324097,1.5602664853798993,0.7676374912261961,0.7722221660902691,1.255550622940064,0.6496943847479831,2024-11-04
2024-10-22,2024-10-22,1.2235850095748901,1.5375156518011397,0.8450909256935117,0.9247383456805022,1.286863207817078,0.68813274521849,2024-11-05
2024-10-23,2024-10-23,1.25127112865448,1.350368226407793,0.8679312467575071,0.8738994410775874,1.2661585807800297,0.6033524612162675,2024-11-06
2024-10-24,2024-10-24,1.2061419486999512,1.3433967301843954,0.8748202323913572,0.8761709381865204,1.315367698669434,0.6011968442391513,2024-11-07
2024-10-25,2024-10-25,1.1989985704421997,1.3742205306047865,0.9308855533599851,0.9359190048980128,1.2621386051177983,0.6928028828140245,2024-11-08
2024-10-28,2024-10-28,1.1594865322113037,1.4472443890522146,0.9149520397186277,0.9086653133389071,1.202655673027039,0.7448922036475063,2024-11-11
2024-10-29,2024-10-29,1.2302647829055786,1.4571520191678817,0.9209643602371214,1.0023063392646836,1.128050565719605,0.8512264622915864,2024-11-12
2024-10-30,2024-10-30,1.21712327003479,1.3261493258828985,0.7412256598472593,1.012438861763538,1.0725234746932988,1.0229426472731478,2024-11-13
2024-10-31,2024-10-31,1.2417508363723755,1.1723952384743117,0.7842747569084165,0.555066615101481,1.1579631567001347,0.9025979758424645,2024-11-14
2024-11-01,2024-11-01,1.2596588134765625,1.0623087154940527,0.7128645777702329,0.6252971174365578,1.2261898517608647,0.9090637292091609,2024-11-15
2024-11-04,2024-11-04,1.2548283338546753,1.0292825343820373,0.7193731665611265,0.5919287608001131,1.2043720483779912,0.8354204337338214,2024-11-18
2024-11-05,2024-11-05,1.3206385374069214,1.0821239757253867,0.6873289942741392,0.6443393362625011,0.9024612307548526,0.8533826280510288,2024-11-19
2024-11-06,2024-11-06,1.3536041975021362,1.0553366587258113,0.7683441638946531,0.7966802921811138,0.8040832281112674,1.0965864915308134,2024-11-20
2024-11-07,2024-11-07,1.4597820043563843,1.230006916439122,0.7934790253639219,0.8883997341226872,0.8591408729553226,1.2489037700653072,2024-11-21
2024-11-08,2024-11-08,1.599791169166565,1.2200886359714214,0.9057005643844602,0.8379107426445023,0.8882923126220706,1.1626867739332247,2024-11-22
2024-11-11,2024-11-11,1.6113070249557495,1.1197993157725838,0.8730349540710447,0.7587700097638256,0.9169055223464969,1.234534453637402,2024-11-25
