Date,Date,XRP-USD_pred,XRP-USD_close,SHIB-USD_pred,SHIB-USD_close,SOL-USD_pred,SOL-USD_close,BTC-USD_pred,BTC-USD_close,pred_date
2025-02-14 12:01:00,2025-02-14 12:01:00,2.7204898753195175,2.71481,1.6450097332254086e-05,1.652e-05,198.3003632439771,199.2,96770.11715350224,96860.1,2025-02-28 12:01:00
2025-02-14 12:02:00,2025-02-14 12:02:00,2.7175380906809465,2.70826,1.6439403379430965e-05,1.646e-05,198.2502110165794,198.96,96773.26629688326,96800.0,2025-02-28 12:02:00
2025-02-14 12:03:00,2025-02-14 12:03:00,2.6904894437266074,2.6986,1.64242204800808e-05,1.645e-05,198.14726361434973,198.75,96742.56384139381,96770.1,2025-02-28 12:03:00
2025-02-14 12:04:00,2025-02-14 12:04:00,2.6825749715334934,2.69838,1.6407393297914765e-05,1.643e-05,198.3026383201866,198.81,96731.91118939535,96770.1,2025-02-28 12:04:00
2025-02-14 12:05:00,2025-02-14 12:05:00,2.679988240618378,2.7074,1.640486891821176e-05,1.643e-05,198.50147022125498,199.06,96723.92865220028,96775.7,2025-02-28 12:05:00
2025-02-14 12:06:00,2025-02-14 12:06:00,2.6830454566813056,2.70469,1.639830937844445e-05,1.643e-05,198.71127336458684,198.94,96731.65108595695,96775.8,2025-02-28 12:06:00
2025-02-14 12:07:00,2025-02-14 12:07:00,2.6730831958279384,2.70625,1.6418141026684093e-05,1.643e-05,198.77913302398133,198.99,96738.63073912101,96762.0,2025-02-28 12:07:00
2025-02-14 12:08:00,2025-02-14 12:08:00,2.675175482591919,2.7017,1.639549066335465e-05,1.643e-05,198.92980252339638,198.94,96728.50434684026,96762.1,2025-02-28 12:08:00
2025-02-14 12:09:00,2025-02-14 12:09:00,2.652622957400677,2.71059,1.6395055425207123e-05,1.643e-05,198.7294990355536,198.72,96724.46035314778,96762.0,2025-02-28 12:09:00
2025-02-14 12:10:00,2025-02-14 12:10:00,2.673831618208175,2.70985,1.635249869247705e-05,1.643e-05,198.42307534530792,198.75,96707.60134586281,96762.1,2025-02-28 12:10:00
2025-02-14 12:11:00,2025-02-14 12:11:00,2.667079145374405,2.70759,1.636941147986306e-05,1.643e-05,198.3737353686096,198.72,96733.72277093267,96762.1,2025-02-28 12:11:00
2025-02-14 12:12:00,2025-02-14 12:12:00,2.665338040813985,2.70732,1.635887342837553e-05,1.648e-05,198.37763138058702,198.87,96690.66882925047,96762.1,2025-02-28 12:12:00
2025-02-14 12:13:00,2025-02-14 12:13:00,2.66903645176867,2.7024,1.6389970411481957e-05,1.648e-05,198.51614941393925,198.67,96716.44621253078,96762.1,2025-02-28 12:13:00
2025-02-14 12:14:00,2025-02-14 12:14:00,2.66179959028249,2.69592,1.6383244458955475e-05,1.648e-05,198.0492836452194,198.31,96705.57389724175,96709.9,2025-02-28 12:14:00
2025-02-14 12:15:00,2025-02-14 12:15:00,2.6644021364033312,2.69712,1.6406902731173537e-05,1.645e-05,197.87265696473142,198.31,96695.86701745146,96709.9,2025-02-28 12:15:00
2025-02-14 12:16:00,2025-02-14 12:16:00,2.652441557384659,2.701,1.6375789181318268e-05,1.645e-05,197.6467999506926,198.35,96707.88767476343,96682.1,2025-02-28 12:16:00
2025-02-14 12:17:00,2025-02-14 12:17:00,2.649033743454101,2.69813,1.6399299152410258e-05,1.644e-05,197.25633052184872,198.04,96682.13917429015,96682.0,2025-02-28 12:17:00
2025-02-14 12:18:00,2025-02-14 12:18:00,2.647041022611918,2.68676,1.6412368919860235e-05,1.643e-05,197.26184828459537,197.83,96678.81660752681,96633.3,2025-02-28 12:18:00
2025-02-14 12:19:00,2025-02-14 12:19:00,2.634346768621708,2.68657,1.641910311694495e-05,1.642e-05,197.19426019892495,198.0,96651.37272108044,96633.4,2025-02-28 12:19:00
2025-02-14 12:20:00,2025-02-14 12:20:00,2.637043625331517,2.69252,1.6441638741564866e-05,1.644e-05,197.08240195419748,198.03,96651.17181737865,96682.1,2025-02-28 12:20:00
2025-02-14 12:21:00,2025-02-14 12:21:00,2.655449940186347,2.69344,1.643982037397035e-05,1.644e-05,197.18451718913283,198.14,96658.610864295,96738.7,2025-02-28 12:21:00
2025-02-14 12:22:00,2025-02-14 12:22:00,2.6380873274194996,2.6879,1.6459479358103815e-05,1.644e-05,197.05141478867324,198.28,96676.86482996203,96752.1,2025-02-28 12:22:00
2025-02-14 12:23:00,2025-02-14 12:23:00,2.649252415491205,2.68,1.6461183206300262e-05,1.645e-05,197.31867292787237,198.15,96677.14901822379,96724.3,2025-02-28 12:23:00
2025-02-14 12:24:00,2025-02-14 12:24:00,2.6435727539011027,2.68146,1.6467244674216482e-05,1.645e-05,197.505932548666,198.06,96681.89393932853,96733.9,2025-02-28 12:24:00
2025-02-14 12:25:00,2025-02-14 12:25:00,2.6490572497508507,2.68123,1.6460572196810748e-05,1.644e-05,197.17558008831097,197.77,96689.15964722272,96704.7,2025-02-28 12:25:00
2025-02-14 12:26:00,2025-02-14 12:26:00,2.6402731780526385,2.68598,1.6464198104224265e-05,1.644e-05,197.2864526398688,197.67,96685.14484214279,96704.7,2025-02-28 12:26:00
2025-02-14 12:27:00,2025-02-14 12:27:00,2.6479552340124775,2.6826,1.6430052425939353e-05,1.645e-05,197.3057040409455,197.64,96693.07952604169,96735.3,2025-02-28 12:27:00
2025-02-14 12:28:00,2025-02-14 12:28:00,2.6444424216812417,2.68844,1.6440665367438292e-05,1.645e-05,197.2005222361664,197.61,96702.62121810952,96735.3,2025-02-28 12:28:00
2025-02-14 12:29:00,2025-02-14 12:29:00,2.654490846865618,2.69385,1.64377503843218e-05,1.645e-05,197.09101952356085,197.55,96718.43230358737,96735.3,2025-02-28 12:29:00
2025-02-14 12:30:00,2025-02-14 12:30:00,2.659011707566732,2.70197,1.6432994248508713e-05,1.647e-05,197.1089396199669,197.73,96715.19387553056,96755.1,2025-02-28 12:30:00
2025-02-14 12:31:00,2025-02-14 12:31:00,2.661433776307235,2.7072,1.643738148303876e-05,1.65e-05,197.29654747554707,197.97,96742.29842326583,96755.1,2025-02-28 12:31:00
2025-02-14 12:32:00,2025-02-14 12:32:00,2.6722938723929426,2.70719,1.6430496576283535e-05,1.649e-05,197.30354156226335,197.76,96749.97182268422,96755.1,2025-02-28 12:32:00
2025-02-14 12:33:00,2025-02-14 12:33:00,2.662530047100778,2.70777,1.6431912755773394e-05,1.649e-05,197.16544238865657,197.75,96747.89905157154,96782.7,2025-02-28 12:33:00
2025-02-14 12:34:00,2025-02-14 12:34:00,2.663643405107103,2.7093,1.642952623370121e-05,1.649e-05,197.16747999385385,197.85,96774.21534859233,96782.7,2025-02-28 12:34:00
2025-02-14 12:35:00,2025-02-14 12:35:00,2.6510283403221657,2.70653,1.6423507566454166e-05,1.649e-05,197.2931875816313,197.76,96790.14297762005,96782.7,2025-02-28 12:35:00
2025-02-14 12:36:00,2025-02-14 12:36:00,2.6429705618949657,2.70866,1.6424361010206132e-05,1.649e-05,197.10218188363595,197.43,96795.85765294237,96782.7,2025-02-28 12:36:00
2025-02-14 12:37:00,2025-02-14 12:37:00,2.6472115539796324,2.70913,1.642858193678071e-05,1.648e-05,196.8805791001274,197.29,96773.09016343107,96725.3,2025-02-28 12:37:00
2025-02-14 12:38:00,2025-02-14 12:38:00,2.657220615835383,2.70351,1.642308169853431e-05,1.648e-05,196.82817527874602,197.29,96738.17669169337,96704.7,2025-02-28 12:38:00
2025-02-14 12:39:00,2025-02-14 12:39:00,2.669580019503738,2.70286,1.643232608606468e-05,1.649e-05,196.7387606934252,197.35,96715.72742185637,96704.7,2025-02-28 12:39:00
2025-02-14 12:40:00,2025-02-14 12:40:00,2.6767947254318036,2.70578,1.6444255371819154e-05,1.649e-05,196.813374498051,197.43,96723.48671045442,96704.6,2025-02-28 12:40:00
2025-02-14 12:41:00,2025-02-14 12:41:00,2.672178338722987,2.70142,1.6439858654494495e-05,1.649e-05,196.91642555826218,197.32,96730.81216642621,96688.1,2025-02-28 12:41:00
2025-02-14 12:42:00,2025-02-14 12:42:00,2.668867902222395,2.69842,1.643915273554485e-05,1.649e-05,196.68370083365065,197.29,96718.48456470147,96688.1,2025-02-28 12:42:00
2025-02-14 12:43:00,2025-02-14 12:43:00,2.6596988669378567,2.69397,1.643281478962891e-05,1.649e-05,196.72164342426566,197.25,96722.79762509851,96656.1,2025-02-28 12:43:00
2025-02-14 12:44:00,2025-02-14 12:44:00,2.6529696199195896,2.69829,1.642719168844493e-05,1.649e-05,196.776013792916,197.07,96706.97630040722,96592.6,2025-02-28 12:44:00
2025-02-14 12:45:00,2025-02-14 12:45:00,2.667254795524869,2.69433,1.6413320296853337e-05,1.646e-05,196.69068101440678,197.01,96686.24854710036,96581.7,2025-02-28 12:45:00
2025-02-14 12:46:00,2025-02-14 12:46:00,2.6506524966819853,2.7,1.638322470927926e-05,1.646e-05,196.68972939848018,197.07,96674.45419644091,96570.3,2025-02-28 12:46:00
2025-02-14 12:47:00,2025-02-14 12:47:00,2.64275059693773,2.6996,1.6388559745831537e-05,1.646e-05,196.58055701610073,197.03,96661.47610412978,96570.3,2025-02-28 12:47:00
2025-02-14 12:48:00,2025-02-14 12:48:00,2.651773519945535,2.70469,1.6421879568969773e-05,1.649e-05,196.28805456730348,197.04,96656.66016232215,96570.3,2025-02-28 12:48:00
2025-02-14 12:49:00,2025-02-14 12:49:00,2.6512983674913664,2.70046,1.645066508498422e-05,1.649e-05,196.20804975810645,196.84,96662.79598197663,96570.3,2025-02-28 12:49:00
2025-02-14 12:50:00,2025-02-14 12:50:00,2.6502470942549983,2.69425,1.6447642553856938e-05,1.645e-05,196.05789462640507,196.81,96661.89824232996,96567.4,2025-02-28 12:50:00
2025-02-14 12:51:00,2025-02-14 12:51:00,2.647242154729666,2.6965,1.641437999429936e-05,1.645e-05,195.9175119718876,196.97,96658.94549992762,96570.3,2025-02-28 12:51:00
2025-02-14 12:52:00,2025-02-14 12:52:00,2.661483372280636,2.69529,1.6429786077023764e-05,1.647e-05,196.26444917444013,197.22,96656.5553448334,96648.8,2025-02-28 12:52:00
2025-02-14 12:53:00,2025-02-14 12:53:00,2.657816854996116,2.69393,1.6433343772750938e-05,1.647e-05,196.45411944182055,197.22,96676.55518602442,96649.4,2025-02-28 12:53:00
2025-02-14 12:54:00,2025-02-14 12:54:00,2.659752261709895,2.69549,1.6446294743258986e-05,1.646e-05,196.60870685637374,197.21,96663.74535003626,96649.4,2025-02-28 12:54:00
2025-02-14 12:55:00,2025-02-14 12:55:00,2.6592579356561274,2.69332,1.6438242736607657e-05,1.644e-05,196.62981640954266,196.88,96665.29312683352,96649.3,2025-02-28 12:55:00
2025-02-14 12:56:00,2025-02-14 12:56:00,2.6756080092776995,2.69287,1.6437684823781063e-05,1.645e-05,196.26625307800637,196.96,96655.38035554746,96648.9,2025-02-28 12:56:00
2025-02-14 12:57:00,2025-02-14 12:57:00,2.6669896570945886,2.6955,1.644061831057415e-05,1.645e-05,196.41014044198826,197.0,96650.99744494465,96648.9,2025-02-28 12:57:00
2025-02-14 12:58:00,2025-02-14 12:58:00,2.6698444837948823,2.70011,1.643138681195885e-05,1.645e-05,196.30293954782329,196.99,96659.27165736497,96635.5,2025-02-28 12:58:00
2025-02-14 12:59:00,2025-02-14 12:59:00,2.673918542790984,2.69845,1.6435813549722948e-05,1.649e-05,196.41531641355263,197.05,96642.1127181049,96640.0,2025-02-28 12:59:00
2025-02-14 13:00:00,2025-02-14 13:00:00,2.673426519635872,2.70451,1.646474495443741e-05,1.65e-05,196.23109850506222,197.09,96657.61014199289,96640.0,2025-02-28 13:00:00
2025-02-14 13:01:00,2025-02-14 13:01:00,2.672744502420934,2.70098,1.6474379460178924e-05,1.648e-05,196.38352912047375,196.84,96658.64844674268,96639.9,2025-02-28 13:01:00
2025-02-14 13:02:00,2025-02-14 13:02:00,2.6794945001307213,2.69383,1.6460796963885444e-05,1.646e-05,196.32895815962138,196.68,96653.58468644378,96607.1,2025-02-28 13:02:00
2025-02-14 13:03:00,2025-02-14 13:03:00,2.693770163977237,2.69369,1.6455979401455594e-05,1.648e-05,196.3909642757217,196.67,96640.27891821256,96607.1,2025-02-28 13:03:00
2025-02-14 13:04:00,2025-02-14 13:04:00,2.6861828067284415,2.69511,1.6484502665603047e-05,1.648e-05,196.5472989512488,196.8,96654.41846000525,96607.0,2025-02-28 13:04:00
2025-02-14 13:05:00,2025-02-14 13:05:00,2.6880365810976685,2.695,1.649895582450928e-05,1.647e-05,196.72984906139487,196.7,96648.39908899549,96640.0,2025-02-28 13:05:00
2025-02-14 13:06:00,2025-02-14 13:06:00,2.6832155070482857,2.69846,1.648054206949418e-05,1.647e-05,196.50631599817652,196.93,96662.07103301113,96640.0,2025-02-28 13:06:00
2025-02-14 13:07:00,2025-02-14 13:07:00,2.678908545282361,2.69649,1.6465421774832073e-05,1.647e-05,196.496468948371,197.04,96668.58564029273,96634.1,2025-02-28 13:07:00
2025-02-14 13:08:00,2025-02-14 13:08:00,2.6758746485286853,2.69865,1.646489352145437e-05,1.65e-05,196.68707269789846,196.8,96666.32883750864,96592.0,2025-02-28 13:08:00
2025-02-14 13:09:00,2025-02-14 13:09:00,2.6827684888314343,2.69815,1.6499721248674404e-05,1.65e-05,196.1535731336579,196.8,96660.43055495193,96594.7,2025-02-28 13:09:00
