Date,Date,JPM_pred,JPM_close,GS_pred,GS_close,BAC_pred,BAC_close,pred_date
2024-10-10,2024-10-10,1.1148962974548335,0.8840682954820156,1.0462709665298464,0.9573826287324937,1.1552950143814082,0.8061914339785029,2024-10-24
2024-10-11,2024-10-11,1.1517554521560665,1.1206497931580257,1.058905363082886,1.0845946478308777,1.1947209835052486,1.1050265695433972,2024-10-25
2024-10-14,2024-10-14,1.0846798419952388,1.100371532662698,0.9858328104019167,1.149818761984644,1.167184710502624,1.0989893557479122,2024-10-28
2024-10-15,2024-10-15,1.095911860466003,1.1231537134907221,1.0002133846282961,1.1460773505903774,1.063878774642944,1.1337021771866818,2024-10-29
2024-10-16,2024-10-16,1.1012789011001582,1.1544475339468527,0.9880701303482058,1.221716879222348,0.9572550058364865,1.2333138890416466,2024-10-30
2024-10-17,2024-10-17,1.1614570617675777,1.1739747335357622,1.1570578813552859,1.2130202066164106,0.9121041297912594,1.203128399006856,2024-10-31
2024-10-18,2024-10-18,1.2010724544525142,1.197757944927709,1.4076057672500613,1.207964463202175,1.0350639820098873,1.16086906032373,2024-11-01
2024-10-21,2024-10-21,1.4741874933242793,1.138424901276594,1.8491612672805788,1.0997631185946035,1.6010805368423457,1.0763498040148431,2024-11-04
2024-10-22,2024-10-22,1.5911198854446407,1.1664641244715783,1.8760718107223513,1.1048194822693487,1.6044082641601558,1.1578504534259875,2024-11-05
2024-10-23,2024-10-23,1.6387253999710079,1.1486894003309784,1.865079998970032,1.0936963505496229,1.6978189945220943,1.1638876672214724,2024-11-06
2024-10-24,2024-10-24,1.723747849464416,1.18799415314427,1.9262493848800661,1.1675154145857425,1.7924036979675289,1.210675495193847,2024-11-07
2024-10-25,2024-10-25,1.8214050531387325,1.1211505004289712,1.8555427789688113,1.0471792933671904,1.8037734031677242,1.0959707488501695,2024-11-08
2024-10-28,2024-10-28,1.7672487497329707,1.2010125421888553,1.8456765413284304,1.158212127201358,1.7677888870239253,1.2061470059045984,2024-11-11
2024-10-29,2024-10-29,1.8059014081954952,1.135921364921866,1.7653880119323733,1.165291160398103,1.750593543052673,1.192563853807392,2024-11-12
2024-10-30,2024-10-30,1.8393278121948238,1.1737243799002892,1.824527144432068,1.1665043899549974,1.7586768865585323,1.1593603358174933,2024-11-13
2024-10-31,2024-10-31,1.8435586690902706,1.1113870926235008,1.784032225608826,1.099662016131529,1.770208120346069,1.0854056247080708,2024-11-14
2024-11-01,2024-11-01,1.9057949781417842,1.1369227794637573,1.8134162425994875,1.115437101673702,1.8420747518539424,1.0763498040148431,2024-11-15
2024-11-04,2024-11-04,1.828415751457214,1.0578117986102915,1.836306929588318,1.0357528542582408,1.845869660377502,1.0114520714839175,2024-11-18
2024-11-05,2024-11-05,1.8025178909301753,1.1006222702761392,1.8883907794952395,1.192391582586151,1.865919709205627,1.0944614454012984,2024-11-19
2024-11-06,2024-11-06,1.7897928953170772,1.7407688366207013,1.8424317836761477,1.8903391008201234,1.8677407503128047,1.627232826114892,2024-11-20
2024-11-07,2024-11-07,1.7823406457900997,1.4733946097374746,1.925751566886902,1.7506886875912804,1.9373307228088374,1.5306403001003044,2024-11-21
2024-11-08,2024-11-08,1.7693186998367305,1.4884154438878738,1.9075571298599245,1.8223845999028354,1.9341820478439327,1.584973487431766,2024-11-22
2024-11-11,2024-11-11,1.7989765405654903,1.546246365726152,1.942414999008179,1.9546532928062192,1.9324630498886104,1.7283544203613628,2024-11-25
2024-11-12,2024-11-12,1.8168512582778926,1.5530059138839174,1.9841063022613528,1.8560591632327654,1.9437963962554927,1.6951503234288297,2024-11-26
2024-11-13,2024-11-13,1.8270230293273921,1.5930621115815957,1.9767478704452517,1.8725413457559505,1.887122511863708,1.696659047935066,2024-11-27
2024-11-14,2024-11-14,1.8373091220855708,1.6108368357221956,1.9843341112136843,1.8158116992819724,1.8690527677536006,1.7011875372243146,2024-11-28
2024-11-15,2024-11-15,1.764739871025085,1.6969577183688995,1.9427067041397097,1.865665137745864,1.814105629920959,1.829474856722564,2024-11-29
2024-11-18,2024-11-18,1.8423132896423335,1.6899478165756612,1.9303808212280276,1.809542106050333,1.83888828754425,1.824947525318585,2024-12-02
2024-11-19,2024-11-19,1.781690955162048,1.641379595271908,1.8973696231842043,1.7427003524873743,1.8138345479965206,1.7781596973462104,2024-12-03
2024-11-20,2024-11-20,1.7614926099777217,1.5835486734336297,1.8649033308029177,1.7482616082169824,1.804182410240173,1.7253358134636203,2024-12-04
2024-11-21,2024-11-21,1.7153116464614864,1.6831882684178958,1.8168596029281618,1.8916534328400922,1.7827326059341426,1.7857062145905667,2024-12-05
2024-11-22,2024-11-22,1.7115802764892574,1.7780715283061475,1.8201972246170046,1.9591030417025175,1.7843197584152217,1.867206864001711,2024-12-06
2024-11-25,2024-11-25,1.6079149246215816,1.8216322929224764,1.8195635080337527,1.9616306032793802,1.7484877109527583,1.9426702996173704,2024-12-09
2024-11-26,2024-11-26,1.6759171485900874,1.813620976587347,1.8322936296463015,1.9866078737428634,1.750396370887756,1.9804017279538826,2024-12-10
2024-11-27,2024-11-27,1.6976374387741084,1.8091146111488368,1.8588812351226809,1.985899536240832,1.734668135643005,1.983420334851625,2024-12-11
2024-11-29,2024-11-29,1.5702203512191768,1.8073625196784957,1.7228935956954958,2.0176525325118364,1.5440393686294551,1.9441790241236068,2024-12-13
2024-12-02,2024-12-02,1.4054772853851314,1.7204905761253735,1.4052382707595827,1.9784260173599433,1.4571245908737178,1.8732440777971961,2024-12-16
2024-12-03,2024-12-03,1.468874335289001,1.6846907742087012,1.4968165159225466,1.9821860365694999,1.4152840375900264,1.840039980864663,2024-12-17
2024-12-04,2024-12-04,1.61797022819519,1.6491405579715646,1.6500114202499392,1.947938972789154,1.3675352334976192,1.7721224835507254,2024-12-18
2024-12-05,2024-12-05,1.6205307245254512,1.7012133461939685,1.6852709054946902,1.928528540399866,1.3196705579757686,1.867206864001711,2024-12-19
2024-12-06,2024-12-06,1.6822053194046016,1.7482794456848851,1.7580116987228396,1.9577961528086645,1.3709141016006465,1.8687242726474693,2024-12-20
2024-12-09,2024-12-09,1.656630158424377,1.659405057025949,1.7440863847732546,1.901293521681222,1.492220044136047,1.7412405255262944,2024-12-23
2024-12-10,2024-12-10,1.6710199117660518,1.6356218456340021,1.729346036911011,1.8089181239776155,1.5731253623962398,1.71695793459572,2024-12-24
2024-12-11,2024-12-11,1.6362233161926265,1.6523951552327107,1.7360361814498904,1.8854402833148318,1.6158617734909053,1.7670411040452618,2024-12-25
2024-12-12,2024-12-12,1.642492055892944,1.6023248121161207,1.7407671213150027,1.87578592848198,1.5586763620376582,1.7670411040452618,2024-12-26
2024-12-13,2024-12-13,1.6405307054519649,1.5625193520318836,1.7592313289642336,1.8134906844548262,1.5875419378280635,1.7048163496591153,2024-12-27
2024-12-16,2024-12-16,1.6889137029647823,1.553506621154863,1.7538669109344485,1.8221290525728555,1.6113895177841182,1.6744635452028733,2024-12-30
2024-12-17,2024-12-17,1.6435579061508174,1.5229638616051508,1.7029328346252444,1.7037374480520862,1.6764887571334834,1.6107213821709685,2024-12-31
2024-12-18,2024-12-18,1.6426023244857784,1.3229332267522316,1.6822925806045534,1.4554713561952188,1.7096643447875972,1.375483673979284,2025-01-01
2024-12-19,2024-12-19,1.6811529397964473,1.3877744343617164,1.673166871070862,1.4934784391851215,1.7121915817260738,1.3572718755170117,2025-01-02
2024-12-20,2024-12-20,1.6603674888610835,1.503937369287187,1.6450875997543337,1.6165443269066857,1.6849471330642696,1.4771668425814912,2025-01-03
2024-12-23,2024-12-23,1.6191334724426265,1.5237149225115691,1.7024770975112917,1.6641046622663658,1.6978566646575923,1.4346724531886446,2025-01-06
2024-12-24,2024-12-24,1.7694715261459346,1.6218523956829984,1.8167477846145632,1.7861539430125979,1.740321278572082,1.509038213568761,2025-01-07
2024-12-26,2024-12-26,1.8478406667709346,1.642631363449272,1.8877087831497195,1.7703007046462078,1.7609338760375972,1.5348382131450937,2025-01-09
2024-12-27,2024-12-27,1.9339145421981807,1.5933124652170687,2.0346925258636475,1.718980970337481,1.7637897729873653,1.5029674211004587,2025-01-10
2024-12-30,2024-12-30,2.143741130828857,1.5469978106105389,2.129199743270874,1.6922539449762481,1.828759670257568,1.4377078494227957,2025-01-13
2024-12-31,2024-12-31,2.200257062911987,1.5567612184160093,2.179565191268921,1.6828030355905645,1.9290834665298457,1.443778641891098,2025-01-14
2025-01-02,2025-01-02,2.209630966186523,1.5640214738447202,2.191833734512329,1.706684305733479,1.9526141881942745,1.4953792199863982,2025-01-16
2025-01-03,2025-01-03,2.264161348342895,1.646136314345891,2.2142345905303955,1.7591223697411222,1.998403429985046,1.574297785246424,2025-01-17
2025-01-06,2025-01-06,2.243097066879272,1.6164425300845688,2.202629327774048,1.7922517240830615,1.9833766222000118,1.6638399478546615,2025-01-20
2025-01-07,2025-01-07,2.2598831653594966,1.6748236923517312,2.23918080329895,1.759020647017538,1.927393794059753,1.7670411040452618,2025-01-21
2025-01-08,2025-01-08,2.2054018974304195,1.6738172860962492,2.239556312561035,1.7580046603027155,1.887975454330444,1.7867703111532922,2025-01-22
2025-01-10,2025-01-10,2.2402484416961665,1.5917811610786246,2.234744071960449,1.5545542510502846,1.8704652786254878,1.619827570873422,2025-01-24
2025-01-13,2025-01-13,2.183728456497192,1.7009948627298825,2.2142515182495117,1.5845333022636627,1.8243732452392574,1.6122393697593613,2025-01-27
2025-01-14,2025-01-14,2.141290664672851,1.7830306037695387,2.1876895427703857,1.6717264234090632,1.8931964635848995,1.7215107394756293,2025-01-28
2025-01-15,2025-01-15,2.147017955780029,1.905832901748629,2.1582822799682617,2.021209106274225,1.9063731431961055,1.9218422593885276,2025-01-29
2025-01-16,2025-01-16,2.067189216613769,1.9541484655490986,2.086848497390747,2.0930569824106464,1.881204485893249,1.8520298828309554,2025-01-30
2025-01-17,2025-01-17,1.8547928333282466,2.077202269097567,1.902116656303406,2.224659515526656,1.874502301216125,1.8353354930144412,2025-01-31
2025-01-21,2025-01-21,1.8506733179092403,2.17458829738461,1.8509664535522463,2.3140880555488694,1.809508919715881,1.8550652790651065,2025-02-04
2025-01-22,2025-01-22,1.799625158309936,2.1698070037206416,1.838335156440735,2.293661636444759,1.7580686807632442,1.7230287270640223,2025-02-05
2025-01-23,2025-01-23,1.7820241451263423,2.2480686253077486,1.8186796903610232,2.3624609321762033,1.804427027702331,1.814088298318018,2025-02-06
2025-01-24,2025-01-24,1.8348249197006221,2.220135764010043,1.805927634239197,2.3360390749857234,1.7639831304550166,1.833818084368683,2025-02-07
2025-01-27,2025-01-27,1.871539711952209,2.245552033702091,1.8280025720596316,2.2992514241578115,1.7637257575988765,1.9203248507427695,2025-02-10
2025-01-28,2025-01-28,1.9057999849319454,2.2780142991164176,1.8506792783737185,2.3451848162006543,1.635147094726562,1.882383266229832,2025-02-11
2025-01-29,2025-01-29,1.8807951211929317,2.263921539715923,1.8772820234298708,2.3409168036336867,1.5971741676330562,1.8687242726474693,2025-02-12
2025-01-30,2025-01-30,1.8839787244796748,2.305443381319429,1.8837704658508303,2.425467615007937,1.6037837266921993,1.8641714677675598,2025-02-13
2025-01-31,2025-01-31,1.8819168806076045,2.282039924138345,1.8845551013946535,2.3716072936516444,1.6921014785766597,1.8004293047356552,2025-02-14
2025-02-03,2025-02-03,1.8854080438613887,2.2697096236133416,1.9028543233871462,2.2900033399587865,1.6845700740814205,1.7867703111532922,2025-02-17
2025-02-04,2025-02-04,1.872492671012878,2.2981454960498033,1.8651124238967898,2.3083971653727424,1.6846121549606319,1.862653480179167,2025-02-18
2025-02-05,2025-02-05,1.7835437059402461,2.360804556864209,1.7621446847915652,2.422927027960371,1.7270549535751338,1.9233602469769207,2025-02-19
