Date,Date,AMD_pred,AMD_close,INTC_pred,INTC_close,GOOG_pred,GOOG_close,NVDA_pred,NVDA_close,META_pred,META_close,GOOGL_pred,GOOGL_close,AAPL_pred,AAPL_close,MSFT_pred,MSFT_close,pred_date
2024-09-12,2024-09-12,142.82568079879337,150.77000427246094,23.615349053010682,19.360000610351562,167.13147159182898,155.36373901367188,121.0373537629421,119.13179016113281,572.3221514907451,524.6758422851562,165.80522678883366,154.51292419433594,232.970842028553,222.52517700195312,428.5728991291734,426.1470031738281,2024-09-26
2024-09-13,2024-09-13,142.29033294431827,152.30999755859375,22.79030969562053,19.65999984741211,168.19570639295273,158.19053649902344,117.24538942359024,119.09178924560547,578.5685628346271,523.6975708007812,166.81465920470274,157.27975463867188,226.42345828856045,222.25547790527344,420.5599393794622,429.7298278808594,2024-09-27
2024-09-16,2024-09-16,144.9755940636183,152.0800018310547,22.393188257882613,20.90999984741211,166.5363213243101,158.80984497070312,121.05096202930667,116.7719497680664,572.278692504323,532.8502197265625,165.76261605395243,157.87905883789062,226.57744184041266,216.082275390625,416.0155925556345,430.47833251953125,2024-09-30
2024-09-17,2024-09-17,142.7550586223286,150.82000732421875,22.2647366252995,21.469999313354492,165.56496327980958,160.09837341308594,123.41754044321905,115.58203125,583.1624916617113,535.8877563476562,165.63036052655195,159.1376190185547,225.282674850497,216.55174255371094,415.6446841165689,434.2807312011719,2024-10-01
2024-09-18,2024-09-18,145.14668735875088,148.2899932861328,22.654515742084545,20.770000457763672,167.4550628612851,160.6277618408203,124.34183948710015,113.36219024658203,595.064553047734,537.5164184570312,166.7856797285978,159.62705993652344,226.1833806286793,220.4474639892578,413.9492247727593,429.94940185546875,2024-10-02
2024-09-19,2024-09-19,143.69427260906315,156.74000549316406,22.57047079371042,21.139999389648438,163.9133680262628,163.05502319335938,125.70453141576384,117.86187744140625,585.502022747886,558.6493530273438,162.412022815404,161.9543914794922,221.45108303595381,228.61846923828125,411.38995245726215,437.81365966796875,2024-10-03
2024-09-20,2024-09-20,152.26174980699545,155.9499969482422,23.56978330518585,21.84000015258789,164.96075399456288,164.45343017578125,133.12235065574404,115.99200439453125,591.3721420618037,560.8975219726562,163.44813935255667,163.40272521972656,225.26266919009976,227.94920349121094,412.9034748989256,434.4004821777344,2024-10-04
2024-09-23,2024-09-23,160.18887287712278,156.75,23.483463967829692,22.559999465942383,162.27158894704044,162.88522338867188,132.33196384315175,116.25199127197266,590.7654347821547,563.955078125,161.17770197510782,161.6647186279297,229.35543465775075,226.2211151123047,415.4163955768782,432.6440124511719,2024-10-07
2024-09-24,2024-09-24,176.03268384588495,158.32000732421875,23.33083268983976,22.809999465942383,162.54262582603104,163.45455932617188,135.00055225966642,120.8616714477539,582.2500181901398,562.8759765625,161.7158557851179,162.1042022705078,228.49491543242476,227.1201171875,414.01271013836697,428.31268310546875,2024-10-08
2024-09-25,2024-09-25,185.13407390486637,162.02000427246094,23.772747324797194,23.540000915527344,163.3446326188124,162.8052978515625,133.93045036187922,123.50149536132812,587.3166915581186,567.8519287109375,162.8200855264588,161.3051300048828,227.20375043489204,226.1212158203125,414.4118115957877,431.2467956542969,2024-10-09
2024-09-26,2024-09-26,183.37446986072376,167.49000549316406,23.649604659973775,23.920000076293945,167.1311375027764,163.64434814453125,137.133447456488,124.03145599365234,587.351409174268,567.3823852539062,164.12398130592692,162.543701171875,230.7229489136494,227.26995849609375,417.0766238626056,430.4483947753906,2024-10-10
2024-09-27,2024-09-27,186.9794610647902,164.35000610351562,22.888103667690388,23.90999984741211,166.15655608651207,165.10269165039062,131.44618136077844,121.39163970947266,582.9715365107247,566.9027099609375,165.28013412781038,163.76231384277344,233.4702241995487,227.53965759277344,417.02633269339,427.1649475097656,2024-10-11
2024-09-30,2024-09-30,188.1819639769211,164.0800018310547,22.39854429180226,23.459999084472656,165.80407534762296,167.00054931640625,134.23702270188477,121.43163299560547,575.1624028075529,571.9786376953125,164.20847688008527,165.66014099121094,231.72035682968038,232.7439422607422,414.3131019820056,429.4403991699219,2024-10-14
2024-10-01,2024-10-01,183.25493023292165,159.75,22.489716673207038,22.690000534057617,163.6044565290476,168.22914123535156,135.75446498110944,116.99193572998047,570.402900199499,576.00537109375,161.97989782517914,166.79884338378906,231.7641323947669,225.96141052246094,415.46307749495173,419.849609375,2024-10-15
2024-10-02,2024-10-02,186.72585924413798,159.77999877929688,22.76445943924321,22.389999389648438,163.55150257479056,167.1204071044922,137.63023530706286,118.84181213378906,571.5894792477895,572.3483276367188,163.88591406450414,165.67013549804688,234.63473535680512,226.53077697753906,417.25024927226326,416.2967224121094,2024-10-16
2024-10-03,2024-10-03,179.29517916285758,162.85000610351562,22.785170451286124,22.260000228881836,165.05187132743166,167.02052307128906,142.97108858673755,122.84153747558594,569.6750695850687,582.30029296875,164.20732837402667,165.67013549804688,236.4027716954592,225.42198181152344,418.00220610313136,415.7079162597656,2024-10-17
2024-10-04,2024-10-04,183.09472166862554,170.89999389648438,22.492133686916205,22.59000015258789,164.7256291704677,168.36898803710938,142.7773541212132,124.91139221191406,578.0680574202767,595.459716796875,164.5344951576176,166.86875915527344,235.58881876805697,226.55075073242188,426.714359517958,415.2288513183594,2024-10-18
2024-10-07,2024-10-07,185.4508873657572,170.97000122070312,22.029745272378655,22.3799991607666,163.8582970554463,164.20370483398438,138.78760728773486,127.7112045288086,557.5133614105853,584.3087158203125,162.75982293294817,162.79342651367188,230.24396180763284,221.4463653564453,423.6138970184749,408.7218933105469,2024-10-21
2024-10-08,2024-10-08,190.38343810202602,172.8000030517578,22.26852188555764,23.31999969482422,164.04722357527265,165.51222229003906,139.3343298473639,132.88084411621094,564.6243587193271,592.4121704101562,162.51796048391472,164.19183349609375,229.94595372611158,225.52188110351562,423.8531767493795,413.8815612792969,2024-10-22
2024-10-09,2024-10-09,191.09256941474808,171.02000427246094,22.59406853023053,23.459999084472656,166.17273842006998,162.87521362304688,140.39330397290868,132.64085388183594,566.0951066609647,590.0340576171875,164.7716707738463,161.67471313476562,230.79429756817552,229.28773498535156,426.8704085555445,416.62603759765625,2024-10-23
2024-10-10,2024-10-10,192.12597327699632,164.17999267578125,22.716378742063245,23.219999313354492,168.04367069142717,162.9950714111328,139.81917785916826,134.8007049560547,577.3634765373658,583.3594360351562,166.72118440135895,161.8944549560547,232.42726892758336,228.7882843017578,425.56549401998575,415.0093078613281,2024-10-24
