Date,Date,XOM_pred,XOM_close,CVX_pred,CVX_close,BP_pred,BP_close,pred_date
2024-10-29,2024-10-29,118.8822556676798,116.32415008544922,146.91442708556022,147.020263671875,31.358716169051803,28.894739151000977,2024-11-12
2024-10-30,2024-10-30,118.70726173864747,115.73896026611328,146.66143815827553,146.5550079345703,29.865014007302932,28.56012725830078,2024-11-13
2024-10-31,2024-10-31,117.47892556490727,115.8282241821289,146.18691959452582,147.31724548339844,29.335773955675368,28.894739151000977,2024-11-14
2024-11-01,2024-11-01,117.0382419547334,114.01313781738281,144.87196505828706,151.52432250976562,28.830266174862558,28.76679801940918,2024-11-15
2024-11-04,2024-11-04,115.07315052504067,117.643310546875,145.34795511905327,152.4152374267578,28.908669818660243,29.258874893188477,2024-11-18
2024-11-05,2024-11-05,114.95595158808835,117.9904556274414,143.8589122637313,151.8608856201172,28.836220799609386,29.4852294921875,2024-11-19
2024-11-06,2024-11-06,113.98689709230814,120.01383209228516,144.62158076788617,156.1273651123047,29.23585475587647,29.68206024169922,2024-11-20
2024-11-07,2024-11-07,114.98126207095603,120.16261291503906,147.36522023618602,155.1869659423828,29.74604353336526,29.810001373291016,2024-11-21
2024-11-08,2024-11-08,118.40969367552701,120.12293243408203,145.56879892855662,155.3453369140625,30.13437509123993,28.93000030517578,2024-11-22
2024-11-11,2024-11-11,119.18197189785543,119.48815155029297,146.9271764938785,154.919677734375,30.12321288141738,28.920000076293945,2024-11-25
2024-11-12,2024-11-12,121.3967182277423,119.36912536621094,145.33942011939536,153.72189331054688,30.16608509496345,28.15999984741211,2024-11-26
2024-11-13,2024-11-13,121.59779083530441,120.4800033569336,147.30353443940578,157.1172637939453,30.025811652720446,28.56999969482422,2024-11-27
2024-11-14,2024-11-14,122.07158680691447,120.55999755859375,151.50379133180004,160.16616821289062,30.59540757373877,29.049999237060547,2024-11-28
2024-11-15,2024-11-15,121.41229765288999,119.30999755859375,152.31099896818708,159.79000854492188,30.24414626649086,28.979999542236328,2024-11-29
2024-11-18,2024-11-18,119.46566898907678,120.30999755859375,153.4434510275237,160.75999450683594,30.877402169587405,29.420000076293945,2024-12-02
2024-11-19,2024-11-19,119.59887794048741,118.62999725341797,154.8072553819234,159.60000610351562,32.077870381278004,29.09000015258789,2024-12-03
2024-11-20,2024-11-20,118.7263606122472,120.31999969482422,155.09163386834365,161.3300018310547,33.07705383779705,29.079999923706055,2024-12-04
2024-11-21,2024-11-21,119.46554906712953,121.93000030517578,154.36143299100925,161.6300048828125,32.9515906942968,29.520000457763672,2024-12-05
2024-11-22,2024-11-22,120.82697600833234,121.79000091552734,152.8939003792314,162.36000061035156,32.91578003932601,29.719999313354492,2024-12-06
2024-11-25,2024-11-25,120.94393640488958,119.97000122070312,150.96474292887413,160.36000061035156,33.28270043694298,29.31999969482422,2024-12-09
2024-11-26,2024-11-26,120.31333119024903,117.97000122070312,149.93836286428802,162.52999877929688,33.27666277012745,28.959999084472656,2024-12-10
2024-11-27,2024-11-27,117.84822867747647,117.66000366210938,149.34015059414145,162.11000061035156,32.91353993715435,29.1299991607666,2024-12-11
2024-11-29,2024-11-29,115.95251383226982,117.95999908447266,148.99205289937314,161.92999267578125,33.08645779281475,29.309999465942383,2024-12-13
2024-12-02,2024-12-02,113.91114291962715,117.8499984741211,148.2388106529641,162.2100067138672,32.68629812941069,28.989999771118164,2024-12-16
2024-12-03,2024-12-03,111.86891473886153,117.66999816894531,148.22788694692156,161.9199981689453,33.0211877436559,29.450000762939453,2024-12-17
2024-12-04,2024-12-04,111.17077826042329,114.27999877929688,148.92187905296095,158.32000732421875,32.9998529821014,29.1299991607666,2024-12-18
2024-12-05,2024-12-05,113.79814342332779,114.77999877929688,147.48243860292507,159.3300018310547,32.22720523847898,29.139999389648438,2024-12-19
2024-12-06,2024-12-06,113.59045946667354,113.56999969482422,147.73869025986266,155.24000549316406,30.825554091361486,28.700000762939453,2024-12-20
2024-12-09,2024-12-09,113.08614770448526,112.9000015258789,148.4498375488093,157.0800018310547,30.823760111519725,30.09000015258789,2024-12-23
2024-12-10,2024-12-10,112.1457045866209,112.66999816894531,148.94010348804196,157.0,32.66084766735239,30.100000381469727,2024-12-24
2024-12-11,2024-12-11,111.09429456256316,111.91999816894531,149.8153066481172,156.2100067138672,32.152299529983395,30.329999923706055,2024-12-25
2024-12-12,2024-12-12,111.19210220754437,111.81999969482422,151.9577624246901,154.7100067138672,32.099898696632415,30.149999618530273,2024-12-26
2024-12-13,2024-12-13,112.26653941797404,110.83999633789062,154.10839889661096,153.8699951171875,32.17915418258138,29.979999542236328,2024-12-27
2024-12-16,2024-12-16,112.59751921289902,108.47000122070312,154.94025509853125,149.36000061035156,31.510187749522593,28.950000762939453,2024-12-30
2024-12-17,2024-12-17,111.79871912223571,108.01000213623047,154.9080279667805,148.11000061035156,30.623010350638957,29.079999923706055,2024-12-31
2024-12-18,2024-12-18,111.28334890541129,106.41999816894531,154.06107089321588,144.0800018310547,30.10107474716395,28.540000915527344,2025-01-01
2024-12-19,2024-12-19,107.65601838719714,105.51000213623047,152.1211294973364,141.14999389648438,30.31709475816392,28.40999984741211,2025-01-02
2024-12-20,2024-12-20,105.83703240636777,105.87000274658203,147.83627935561702,142.85000610351562,29.17407959149475,28.600000381469727,2025-01-03
2024-12-23,2024-12-23,104.91232448183258,106.30000305175781,147.9498661279422,142.97000122070312,29.675485568639743,28.75,2025-01-06
2024-12-24,2024-12-24,106.2659707263326,106.4000015258789,149.85274483654797,143.83999633789062,29.794907791431157,28.790000915527344,2025-01-07
2024-12-26,2024-12-26,107.32457823972464,106.48999786376953,150.58687881858964,143.97999572753906,30.34378725841224,28.850000381469727,2025-01-09
2024-12-27,2024-12-27,107.73365025080227,106.4800033569336,150.20281433335637,144.0,30.615358278218398,28.959999084472656,2025-01-10
2024-12-30,2024-12-30,107.0140457885563,105.76000213623047,150.1202609338938,143.07000732421875,30.658237541866626,29.09000015258789,2025-01-13
2024-12-31,2024-12-31,106.01908902116871,107.56999969482422,149.77626205563328,144.83999633789062,30.482176967589844,29.559999465942383,2025-01-14
2025-01-02,2025-01-02,105.64656094239295,107.30999755859375,150.96549333688415,146.7100067138672,30.444305174579124,29.93000030517578,2025-01-16
2025-01-03,2025-01-03,104.77740642542368,107.86000061035156,150.71668276380947,147.85000610351562,30.841549688529767,30.469999313354492,2025-01-17
2025-01-06,2025-01-06,104.5714265770199,107.73999786376953,152.56920390468616,147.25999450683594,31.34858246067118,31.020000457763672,2025-01-20
2025-01-07,2025-01-07,104.63704386915941,108.75,155.1458217261662,149.58999633789062,32.38840880708621,31.829999923706055,2025-01-21
2025-01-08,2025-01-08,104.49878081597174,106.93000030517578,157.28049994369002,150.3000030517578,33.57004239970054,31.1200008392334,2025-01-22
2025-01-10,2025-01-10,105.15727657334517,106.54000091552734,161.09154884674004,153.13999938964844,32.955996872567454,31.290000915527344,2025-01-24
2025-01-13,2025-01-13,106.02302656706186,109.29000091552734,161.987685775357,155.35000610351562,33.3598806846477,31.219999313354492,2025-01-27
2025-01-14,2025-01-14,106.10706643384856,109.72000122070312,159.2481965308719,156.89999389648438,33.063577906466826,31.09000015258789,2025-01-28
2025-01-15,2025-01-15,104.62868974133382,111.51000213623047,162.61922820571257,158.3300018310547,32.859367155530855,31.299999237060547,2025-01-29
2025-01-16,2025-01-16,103.67529939816404,111.31999969482422,159.01921432066416,159.3800048828125,32.428371633281586,31.780000686645508,2025-01-30
2025-01-17,2025-01-17,102.60249199651753,112.31999969482422,156.76929459002645,161.47000122070312,32.645612328796766,31.690000534057617,2025-01-31
2025-01-21,2025-01-21,103.78542467822757,111.47000122070312,155.8993549834957,158.24000549316406,33.100368322269425,31.520000457763672,2025-02-04
2025-01-22,2025-01-22,108.41712409868957,109.52999877929688,154.9430102924604,156.41000366210938,32.63001865524101,31.1299991607666,2025-02-05
2025-01-23,2025-01-23,110.53677873327567,110.1500015258789,153.09359052766635,156.00999450683594,32.54406069140078,31.489999771118164,2025-02-06
2025-01-24,2025-01-24,109.24929225392658,108.66000366210938,151.48487740488196,155.64999389648438,32.5600436797325,31.450000762939453,2025-02-07
2025-01-27,2025-01-27,108.50447811276861,110.16999816894531,150.98023683364724,157.22999572753906,32.41037624752005,31.450000762939453,2025-02-10
2025-01-28,2025-01-28,110.24207098239715,108.04000091552734,151.1456413789396,156.2100067138672,32.38105134758857,31.15999984741211,2025-02-11
2025-01-29,2025-01-29,110.16035677583756,108.66999816894531,152.86116333454038,155.69000244140625,32.108697630863844,31.1299991607666,2025-02-12
2025-01-30,2025-01-30,111.26846076945954,109.56999969482422,153.2143792754943,156.32000732421875,31.92351585133962,31.610000610351562,2025-02-13
2025-01-31,2025-01-31,112.03951326782709,106.83000183105469,153.64926250845863,149.19000244140625,32.15751050453131,31.059999465942383,2025-02-14
2025-02-03,2025-02-03,110.01641176864896,107.08999633789062,155.3226066011714,149.33999633789062,31.899289531058166,30.8700008392334,2025-02-17
2025-02-04,2025-02-04,109.32941423593648,109.95999908447266,154.19814198929106,153.22000122070312,31.107500421126108,31.639999389648438,2025-02-18
2025-02-05,2025-02-05,107.83128061986145,109.87999725341797,154.48262428083203,152.99000549316406,30.553237929988647,31.670000076293945,2025-02-19
